ENODEB_CELLNAME,ENODEB,DATA_DATE,MARKET_CLUSTER,VERSION,REGION,MARKET,DL_CH_BANDWIDTH,EARFCN_DL,DRBPDCPSDUKBYTESDL_NONGBR,DLPRBUSEDWITHDSPUC_FDUSERS,DLPRBUSEDWITHDSPUC_FSUSERS,EUCELL_DL_TPUT_NUM_KBITS,EUCELL_DL_TPUT_DEN_SECS,EUCELL_DL_DRB_TPUT_NUM_KBITS,EUCELL_DL_DRB_TPUT_DEN_SECS
NYL01083_7S_1_DB,NYL01083,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,24753794,400198489,608163360,143408676.9,24716.078,181220220.9,23564.015
NYL01083_7R_1_DB,NYL01083,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,78500728,1344535164,1515833068,464627114,95851.113,540762521.6,89808.637
NYL01083_7T_1_DB,NYL01083,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,31534516,310746065,541621506,204479717.4,21837.785,226698969.1,19456.778
NYL23029_7D_1,NYL23029R,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,8384301,107494431,359701966,47960113.15,5032.081,58275921.92,4854.417
NYL01136_7B_1,NYL01136,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,28676138,257237724,1457611676,130715516.9,12603.937,186781270,13793.362
NYL01433_7A_1,NYL01433,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,46096313,1807306932,1977850070,222569193.5,71360.59,336234831.9,76461.537
NYL01467_7A_1,NYL01467,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,119391888,1192805995,5141278036,566842327,125939.786,834583650.3,137767.26
NYL01506_7B_1,NYL01506,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,117536950,1113131104,3720439195,605309206.5,99547.988,834558083.1,110432.527
NYL02120_7B_1,NYL02120,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,12404856,99897136,1673497391,53311528.96,4480.444,76136865.79,4760.963
NYL02276_7C_1,NYL02276,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,389034778,3993884229,12377003823,2239311086,494205.125,2720550683,483379.928
NYL02426_7C_1,NYL02426,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,289057673,6695931191,6809529949,1723922833,512155.216,2115361677,523248.724
NYL02448_7B_1,NYL02448,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,72615780,501077439,3341178930,414771052.5,42494.136,505887744,40222.399
NYL02452_7B_1,NYL02452,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,90775646,498294516,2289064273,435595780.1,42157.744,618638819.3,41844.997
NYL02461_7C_1,NYL02461,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,150814068,2442571010,3708406047,859069710.3,278448.062,1071677841,272520.808
NYL02480_7B_1,NYL02480,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,27272559,293753242,1686391570,156659646.5,18084.874,199237566.5,18974.524
NYL02497_7A_1,NYL02497,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,55144244,710485893,3506135560,268472205.3,38783.101,383861686.3,43428.036
NYL02597_7C_1,NYL02597,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,426207933,3555163319,9858390284,2757215830,457405.315,2958421688,364836.608
NYL03029_7A_1,NYL03029,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,144478247,1004573224,3679793093,616649957.4,73691.721,986001743.9,82145.119
NYL03941_7C_1,NYL03941,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,100126224,2972038215,2490493259,516575600.6,138854.763,717941465.1,154396.971
NYL04151_7A_1,NYL04151,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,176511681,1538993308,4110481334,1100192514,157448.569,1288779473,146801.185
NYL04423_7C_1,NYL04423,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,100170082,1279266160,2948070700,530575163.4,76962.365,696235360.3,82476.246
NYL06122_7C_1,NYL06122,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,226864961,2243254819,4963835113,1446784762,205367.106,1616054387,187356.155
NYL00630_7A_1,NYL00630,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,145692922,3945611679,3333240928,556805144.6,290645.078,1025972642,413603.682
NYL01770_7R_1_DB,NYL01770,20170704,NY/NNJ,13.15.0,Northeast,NYC Manhattan,n50-10MHz,5780,109635983,845751315,1665067990,665150545.9,114207.124,762066083.8,79153.342
